,attack type,shadow model,slice feature,slice value,train size,test size,Attacker advantage,Positive predictive value,AUC,fpr@0.1,fpr@0.001
22,lira,2,Entire dataset,,36625,36632,0.0060,0.5130,0.4981,0.0982,0.0008
23,lira,2,class,0,2474,2474,0.0400,0.6000,0.4847,0.0897,0.0008
24,lira,2,class,1,6930,6931,0.0123,0.5063,0.4971,0.0974,0.0004
25,lira,2,class,2,5292,5293,0.0211,0.5278,0.4934,0.0988,0.0002
26,lira,2,class,3,4248,4249,0.0225,0.7692,0.5057,0.1024,0.0024
27,lira,2,class,4,3729,3729,0.0215,0.6667,0.4967,0.0882,0.0013
28,lira,2,class,5,3441,3441,0.0279,0.8333,0.5107,0.1125,0.0015
29,lira,2,class,6,2863,2864,0.0212,0.5833,0.5004,0.0894,0.0003
30,lira,2,class,7,2797,2798,0.0242,0.8000,0.4913,0.0926,0.0014
31,lira,2,class,8,2522,2523,0.0195,0.5292,0.5014,0.1082,0.0000
32,lira,2,class,9,2329,2330,0.0224,0.5485,0.5022,0.1134,0.0000
33,lira,3,Entire dataset,,36625,36632,0.0110,0.5442,0.4961,0.0980,0.0010
34,lira,3,class,0,2474,2474,0.0364,0.6250,0.4841,0.0938,0.0000
35,lira,3,class,1,6930,6931,0.0136,0.5029,0.4967,0.0970,0.0004
36,lira,3,class,2,5292,5293,0.0158,0.6667,0.4976,0.0941,0.0011
37,lira,3,class,3,4248,4249,0.0194,0.6429,0.4926,0.0911,0.0009
38,lira,3,class,4,3729,3729,0.0198,0.5455,0.5018,0.0990,0.0008
39,lira,3,class,5,3441,3441,0.0169,1.0000,0.4994,0.1003,0.0020
40,lira,3,class,6,2863,2864,0.0204,1.0000,0.5029,0.1125,0.0014
41,lira,3,class,7,2797,2798,0.0362,0.7179,0.4865,0.1026,0.0004
42,lira,3,class,8,2522,2523,0.0147,0.8000,0.5012,0.1063,0.0020
43,lira,3,class,9,2329,2330,0.0173,0.6667,0.4961,0.1022,0.0009
44,lira,4,Entire dataset,,36625,36632,0.0064,0.5160,0.5021,0.1001,0.0005
45,lira,4,class,0,2474,2474,0.0437,0.5524,0.5192,0.1103,0.0004
46,lira,4,class,1,6930,6931,0.0080,0.5105,0.5003,0.0988,0.0004
47,lira,4,class,2,5292,5293,0.0154,0.5758,0.5041,0.0941,0.0002
48,lira,4,class,3,4248,4249,0.0127,0.5714,0.4992,0.1005,0.0005
49,lira,4,class,4,3729,3729,0.0134,0.6667,0.4991,0.1030,0.0008
50,lira,4,class,5,3441,3441,0.0122,0.5578,0.5017,0.0962,0.0000
51,lira,4,class,6,2863,2864,0.0229,0.7000,0.5079,0.1006,0.0010
52,lira,4,class,7,2797,2798,0.0186,0.6250,0.5026,0.1130,0.0000
53,lira,4,class,8,2522,2523,0.0220,0.5424,0.4890,0.0900,0.0000
54,lira,4,class,9,2329,2330,0.0144,0.7692,0.5002,0.0940,0.0004
55,lira,5,Entire dataset,,36625,36632,0.0095,0.5412,0.5029,0.1046,0.0010
56,lira,5,class,0,2474,2474,0.0271,0.9167,0.4997,0.0970,0.0044
57,lira,5,class,1,6930,6931,0.0112,0.5379,0.5016,0.1014,0.0004
58,lira,5,class,2,5292,5293,0.0146,0.6316,0.5010,0.1060,0.0008
59,lira,5,class,3,4248,4249,0.0230,0.5238,0.5073,0.0963,0.0002
60,lira,5,class,4,3729,3729,0.0139,0.8000,0.5002,0.0995,0.0011
61,lira,5,class,5,3441,3441,0.0195,0.5796,0.5085,0.1113,0.0003
62,lira,5,class,6,2863,2864,0.0188,1.0000,0.5019,0.1020,0.0014
63,lira,5,class,7,2797,2798,0.0191,0.5882,0.4992,0.0922,0.0007
64,lira,5,class,8,2522,2523,0.0256,0.6250,0.4942,0.0920,0.0000
65,lira,5,class,9,2329,2330,0.0396,0.7647,0.5187,0.1211,0.0004
66,lira,6,Entire dataset,,36625,36632,0.0085,0.5652,0.5035,0.1000,0.0012
67,lira,6,class,0,2474,2474,0.0178,0.5086,0.5012,0.0873,0.0000
68,lira,6,class,1,6930,6931,0.0094,0.7273,0.5000,0.0996,0.0016
69,lira,6,class,2,5292,5293,0.0198,0.7778,0.5083,0.1028,0.0013
70,lira,6,class,3,4248,4249,0.0116,0.5672,0.4989,0.0965,0.0007
71,lira,6,class,4,3729,3729,0.0282,0.5507,0.5113,0.1070,0.0003
72,lira,6,class,5,3441,3441,0.0317,0.5410,0.5128,0.0959,0.0000
73,lira,6,class,6,2863,2864,0.0291,0.7500,0.5119,0.1177,0.0014
74,lira,6,class,7,2797,2798,0.0152,0.8000,0.5013,0.0972,0.0014
75,lira,6,class,8,2522,2523,0.0284,0.5027,0.4900,0.0916,0.0000
76,lira,6,class,9,2329,2330,0.0253,0.8000,0.4944,0.0820,0.0017
77,lira,7,Entire dataset,,36625,36632,0.0050,0.5238,0.5001,0.0985,0.0010
78,lira,7,class,0,2474,2474,0.0206,0.8333,0.5056,0.1002,0.0020
79,lira,7,class,1,6930,6931,0.0161,0.6296,0.5009,0.1035,0.0003
80,lira,7,class,2,5292,5293,0.0086,0.5463,0.4987,0.1015,0.0006
81,lira,7,class,3,4248,4249,0.0218,0.5030,0.4938,0.0989,0.0002
82,lira,7,class,4,3729,3729,0.0177,0.6667,0.5013,0.1003,0.0013
83,lira,7,class,5,3441,3441,0.0282,0.5187,0.5098,0.0968,0.0003
84,lira,7,class,6,2863,2864,0.0155,0.6000,0.4989,0.1107,0.0003
85,lira,7,class,7,2797,2798,0.0334,0.5143,0.4846,0.0840,0.0000
86,lira,7,class,8,2522,2523,0.0161,0.7500,0.5032,0.0900,0.0008
87,lira,7,class,9,2329,2330,0.0291,0.6667,0.5077,0.1078,0.0004
88,lira,8,Entire dataset,,36625,36632,0.0060,0.5889,0.4993,0.0991,0.0013
89,lira,8,class,0,2474,2474,0.0247,0.5263,0.4945,0.0946,0.0000
90,lira,8,class,1,6930,6931,0.0157,0.5577,0.4948,0.0863,0.0003
91,lira,8,class,2,5292,5293,0.0090,0.5789,0.5012,0.1028,0.0009
92,lira,8,class,3,4248,4249,0.0213,1.0000,0.4935,0.0977,0.0028
93,lira,8,class,4,3729,3729,0.0188,1.0000,0.5042,0.1078,0.0043
94,lira,8,class,5,3441,3441,0.0163,0.6111,0.5048,0.0962,0.0009
95,lira,8,class,6,2863,2864,0.0376,0.7000,0.4889,0.0880,0.0000
96,lira,8,class,7,2797,2798,0.0309,0.6000,0.5085,0.0987,0.0004
97,lira,8,class,8,2522,2523,0.0380,0.6207,0.4944,0.0920,0.0000
98,lira,8,class,9,2329,2330,0.0428,0.5534,0.5148,0.0919,0.0000
99,lira,9,Entire dataset,,36625,36632,0.0055,0.5455,0.5003,0.0961,0.0009
100,lira,9,class,0,2474,2474,0.0182,0.5882,0.5005,0.0978,0.0004
101,lira,9,class,1,6930,6931,0.0086,0.5652,0.4987,0.0973,0.0007
102,lira,9,class,2,5292,5293,0.0101,0.5833,0.4973,0.0964,0.0004
103,lira,9,class,3,4248,4249,0.0123,0.5833,0.4983,0.0916,0.0007
104,lira,9,class,4,3729,3729,0.0131,0.6667,0.5021,0.0874,0.0011
105,lira,9,class,5,3441,3441,0.0166,0.5714,0.5044,0.1003,0.0009
106,lira,9,class,6,2863,2864,0.0158,0.6000,0.5022,0.1065,0.0007
107,lira,9,class,7,2797,2798,0.0239,0.5143,0.4981,0.0837,0.0000
108,lira,9,class,8,2522,2523,0.0260,0.5098,0.5028,0.0809,0.0004
109,lira,9,class,9,2329,2330,0.0212,1.0000,0.5064,0.1138,0.0021
110,lira,10,Entire dataset,,36625,36632,0.0061,0.5070,0.4991,0.0995,0.0008
111,lira,10,class,0,2474,2474,0.0117,0.5192,0.4998,0.0974,0.0000
112,lira,10,class,1,6930,6931,0.0172,0.5938,0.4915,0.0918,0.0012
113,lira,10,class,2,5292,5293,0.0171,0.6364,0.4929,0.0954,0.0006
114,lira,10,class,3,4248,4249,0.0261,0.7273,0.5042,0.0944,0.0012
115,lira,10,class,4,3729,3729,0.0244,0.5468,0.4967,0.0963,0.0003
116,lira,10,class,5,3441,3441,0.0299,1.0000,0.5098,0.1226,0.0012
117,lira,10,class,6,2863,2864,0.0383,0.6341,0.5168,0.1051,0.0003
118,lira,10,class,7,2797,2798,0.0328,0.5714,0.4842,0.0894,0.0007
119,lira,10,class,8,2522,2523,0.0360,0.5020,0.4869,0.0900,0.0000
120,lira,10,class,9,2329,2330,0.0539,0.8000,0.5293,0.1271,0.0017
121,lira,11,Entire dataset,,36625,36632,0.0035,0.5963,0.4995,0.0995,0.0012
122,lira,11,class,0,2474,2474,0.0178,0.6667,0.4978,0.0897,0.0008
123,lira,11,class,1,6930,6931,0.0111,0.5745,0.4978,0.1014,0.0004
124,lira,11,class,2,5292,5293,0.0178,0.6667,0.5080,0.1037,0.0011
125,lira,11,class,3,4248,4249,0.0310,0.7778,0.4899,0.0991,0.0016
126,lira,11,class,4,3729,3729,0.0172,1.0000,0.5033,0.1086,0.0011
127,lira,11,class,5,3441,3441,0.0232,0.8000,0.5064,0.1128,0.0015
128,lira,11,class,6,2863,2864,0.0202,0.5412,0.5056,0.1048,0.0003
129,lira,11,class,7,2797,2798,0.0203,0.6667,0.4928,0.0901,0.0004
130,lira,11,class,8,2522,2523,0.0211,0.7500,0.5032,0.0904,0.0012
131,lira,11,class,9,2329,2330,0.0397,1.0000,0.4845,0.1052,0.0017
132,lira,12,Entire dataset,,36625,36632,0.0073,0.5797,0.5027,0.1004,0.0012
133,lira,12,class,0,2474,2474,0.0141,0.6000,0.5026,0.1039,0.0000
134,lira,12,class,1,6930,6931,0.0101,0.7000,0.5012,0.1032,0.0012
135,lira,12,class,2,5292,5293,0.0147,0.8571,0.4986,0.0971,0.0017
136,lira,12,class,3,4248,4249,0.0195,0.7778,0.5073,0.0963,0.0016
137,lira,12,class,4,3729,3729,0.0158,1.0000,0.5056,0.0990,0.0019
138,lira,12,class,5,3441,3441,0.0235,0.8000,0.5028,0.1000,0.0012
139,lira,12,class,6,2863,2864,0.0141,0.8333,0.5002,0.1048,0.0017
140,lira,12,class,7,2797,2798,0.0178,0.6667,0.5022,0.0944,0.0000
141,lira,12,class,8,2522,2523,0.0245,0.6000,0.5112,0.1035,0.0008
142,lira,12,class,9,2329,2330,0.0214,0.7500,0.5001,0.0906,0.0009
143,lira,13,Entire dataset,,36625,36632,0.0071,0.5139,0.5010,0.1003,0.0006
144,lira,13,class,0,2474,2474,0.0190,0.6667,0.4953,0.0962,0.0004
145,lira,13,class,1,6930,6931,0.0077,0.5150,0.5002,0.1019,0.0007
146,lira,13,class,2,5292,5293,0.0303,0.5926,0.5139,0.1107,0.0004
147,lira,13,class,3,4248,4249,0.0210,0.6552,0.5089,0.1156,0.0009
148,lira,13,class,4,3729,3729,0.0228,0.5405,0.5044,0.1035,0.0000
149,lira,13,class,5,3441,3441,0.0198,0.5806,0.4944,0.0979,0.0006
150,lira,13,class,6,2863,2864,0.0201,0.6667,0.4943,0.0954,0.0003
151,lira,13,class,7,2797,2798,0.0173,0.5763,0.4983,0.0965,0.0004
152,lira,13,class,8,2522,2523,0.0362,0.6000,0.4834,0.0956,0.0008
153,lira,13,class,9,2329,2330,0.0218,0.7500,0.4946,0.0957,0.0013
154,lira,14,Entire dataset,,36625,36632,0.0084,0.5556,0.5028,0.1003,0.0009
155,lira,14,class,0,2474,2474,0.0166,0.6471,0.4995,0.0909,0.0000
156,lira,14,class,1,6930,6931,0.0092,0.6104,0.4996,0.1027,0.0006
157,lira,14,class,2,5292,5293,0.0088,0.6667,0.4997,0.0954,0.0015
158,lira,14,class,3,4248,4249,0.0232,0.5612,0.5058,0.1043,0.0007
159,lira,14,class,4,3729,3729,0.0150,0.8571,0.5059,0.1067,0.0016
160,lira,14,class,5,3441,3441,0.0227,0.6552,0.5023,0.0953,0.0009
161,lira,14,class,6,2863,2864,0.0146,0.6364,0.5041,0.1051,0.0000
162,lira,14,class,7,2797,2798,0.0206,0.5091,0.5004,0.0897,0.0000
163,lira,14,class,8,2522,2523,0.0280,0.6667,0.5095,0.1051,0.0000
164,lira,14,class,9,2329,2330,0.0298,0.8333,0.5110,0.1061,0.0009
165,lira,15,Entire dataset,,36625,36632,0.0054,0.5420,0.5018,0.0987,0.0008
166,lira,15,class,0,2474,2474,0.0307,0.7500,0.5100,0.0950,0.0000
167,lira,15,class,1,6930,6931,0.0229,0.5439,0.4926,0.0873,0.0001
168,lira,15,class,2,5292,5293,0.0138,0.6744,0.5021,0.1043,0.0013
169,lira,15,class,3,4248,4249,0.0149,0.5714,0.5071,0.1090,0.0002
170,lira,15,class,4,3729,3729,0.0212,0.7000,0.5068,0.1019,0.0008
171,lira,15,class,5,3441,3441,0.0201,0.5735,0.5024,0.0988,0.0000
172,lira,15,class,6,2863,2864,0.0330,0.5909,0.4883,0.0940,0.0007
173,lira,15,class,7,2797,2798,0.0155,0.5714,0.5010,0.1001,0.0007
174,lira,15,class,8,2522,2523,0.0347,0.8333,0.5145,0.1019,0.0028
175,lira,15,class,9,2329,2330,0.0220,0.5699,0.5091,0.1125,0.0000
176,lira,16,Entire dataset,,36625,36632,0.0077,0.5059,0.5020,0.1002,0.0008
177,lira,16,class,0,2474,2474,0.0230,0.5043,0.4929,0.0829,0.0000
178,lira,16,class,1,6930,6931,0.0112,0.5357,0.5027,0.0970,0.0004
179,lira,16,class,2,5292,5293,0.0142,0.5203,0.5024,0.1028,0.0002
180,lira,16,class,3,4248,4249,0.0159,0.5392,0.4973,0.1008,0.0007
181,lira,16,class,4,3729,3729,0.0215,0.8000,0.5083,0.1070,0.0011
182,lira,16,class,5,3441,3441,0.0241,0.5316,0.5102,0.1040,0.0006
183,lira,16,class,6,2863,2864,0.0218,0.8000,0.5020,0.0891,0.0014
184,lira,16,class,7,2797,2798,0.0310,0.7500,0.4941,0.0987,0.0011
185,lira,16,class,8,2522,2523,0.0146,1.0000,0.5017,0.1055,0.0036
186,lira,16,class,9,2329,2330,0.0256,1.0000,0.5047,0.0957,0.0021
187,lira,17,Entire dataset,,36625,36632,0.0086,0.5556,0.5018,0.1018,0.0012
188,lira,17,class,0,2474,2474,0.0158,0.5814,0.4990,0.0938,0.0000
189,lira,17,class,1,6930,6931,0.0185,0.6061,0.4966,0.1052,0.0007
190,lira,17,class,2,5292,5293,0.0216,0.5882,0.5055,0.1005,0.0009
191,lira,17,class,3,4248,4249,0.0239,0.7500,0.5031,0.0951,0.0016
192,lira,17,class,4,3729,3729,0.0257,0.6500,0.5081,0.0952,0.0005
193,lira,17,class,5,3441,3441,0.0108,0.5593,0.4998,0.1040,0.0000
194,lira,17,class,6,2863,2864,0.0256,0.7500,0.5070,0.1128,0.0010
195,lira,17,class,7,2797,2798,0.0178,0.5139,0.4948,0.0969,0.0004
196,lira,17,class,8,2522,2523,0.0120,1.0000,0.5029,0.1023,0.0024
197,lira,17,class,9,2329,2330,0.0217,0.6667,0.5027,0.0983,0.0004
198,lira,18,Entire dataset,,36625,36632,0.0046,0.5014,0.5001,0.0990,0.0008
199,lira,18,class,0,2474,2474,0.0150,0.7500,0.4988,0.0994,0.0008
200,lira,18,class,1,6930,6931,0.0119,0.5041,0.4989,0.0961,0.0007
201,lira,18,class,2,5292,5293,0.0089,0.5459,0.5006,0.1017,0.0008
202,lira,18,class,3,4248,4249,0.0112,0.5128,0.4958,0.0977,0.0005
203,lira,18,class,4,3729,3729,0.0147,0.5882,0.4972,0.0933,0.0008
204,lira,18,class,5,3441,3441,0.0224,0.5714,0.5059,0.1011,0.0009
205,lira,18,class,6,2863,2864,0.0127,0.6471,0.4981,0.1044,0.0007
206,lira,18,class,7,2797,2798,0.0148,1.0000,0.5021,0.0890,0.0014
207,lira,18,class,8,2522,2523,0.0239,0.5449,0.5104,0.1102,0.0008
208,lira,18,class,9,2329,2330,0.0160,0.5143,0.4998,0.0996,0.0000
209,lira,19,Entire dataset,,36625,36632,0.0066,0.5921,0.5023,0.1007,0.0013
210,lira,19,class,0,2474,2474,0.0335,0.6000,0.5064,0.1083,0.0008
211,lira,19,class,1,6930,6931,0.0151,0.7143,0.4957,0.0974,0.0014
212,lira,19,class,2,5292,5293,0.0175,0.8000,0.5055,0.0962,0.0019
213,lira,19,class,3,4248,4249,0.0182,0.5963,0.5015,0.1050,0.0007
214,lira,19,class,4,3729,3729,0.0118,0.6923,0.4986,0.0941,0.0011
215,lira,19,class,5,3441,3441,0.0299,0.6275,0.5126,0.1037,0.0003
216,lira,19,class,6,2863,2864,0.0309,0.5741,0.5109,0.1086,0.0003
217,lira,19,class,7,2797,2798,0.0316,0.6667,0.4892,0.1044,0.0007
218,lira,19,class,8,2522,2523,0.0184,0.5136,0.5034,0.1003,0.0000
219,lira,19,class,9,2329,2330,0.0270,1.0000,0.5121,0.1091,0.0013
220,lira,20,Entire dataset,,36625,36632,0.0051,0.5079,0.4985,0.1005,0.0009
221,lira,20,class,0,2474,2474,0.0287,0.5137,0.5066,0.0958,0.0000
222,lira,20,class,1,6930,6931,0.0230,0.6538,0.4942,0.1049,0.0010
223,lira,20,class,2,5292,5293,0.0158,0.5046,0.5001,0.0916,0.0006
224,lira,20,class,3,4248,4249,0.0199,0.5600,0.4944,0.0970,0.0002
225,lira,20,class,4,3729,3729,0.0255,0.6190,0.5059,0.0984,0.0008
226,lira,20,class,5,3441,3441,0.0209,0.5714,0.5025,0.1119,0.0006
227,lira,20,class,6,2863,2864,0.0203,0.6154,0.4922,0.0898,0.0000
228,lira,20,class,7,2797,2798,0.0360,0.6000,0.4863,0.0912,0.0007
229,lira,20,class,8,2522,2523,0.0147,1.0000,0.5038,0.1126,0.0020
230,lira,20,class,9,2329,2330,0.0303,0.5513,0.5083,0.1035,0.0000
231,lira,21,Entire dataset,,36625,36632,0.0039,0.5067,0.5005,0.1006,0.0007
232,lira,21,class,0,2474,2474,0.0170,0.5412,0.5006,0.1011,0.0000
233,lira,21,class,1,6930,6931,0.0138,0.5238,0.5016,0.1012,0.0006
234,lira,21,class,2,5292,5293,0.0251,0.5286,0.5064,0.0928,0.0008
235,lira,21,class,3,4248,4249,0.0223,0.8333,0.4900,0.0982,0.0021
236,lira,21,class,4,3729,3729,0.0166,0.6000,0.5021,0.1057,0.0003
237,lira,21,class,5,3441,3441,0.0276,0.5222,0.4951,0.1017,0.0003
238,lira,21,class,6,2863,2864,0.0194,0.6667,0.4956,0.1037,0.0000
239,lira,21,class,7,2797,2798,0.0163,1.0000,0.5017,0.1008,0.0021
240,lira,21,class,8,2522,2523,0.0239,0.6667,0.5038,0.1039,0.0016
241,lira,21,class,9,2329,2330,0.0203,0.6207,0.5045,0.1056,0.0004
242,lira,22,Entire dataset,,36625,36632,0.0075,0.5536,0.5038,0.1021,0.0010
243,lira,22,class,0,2474,2474,0.0170,0.5187,0.5035,0.1047,0.0008
244,lira,22,class,1,6930,6931,0.0108,0.7778,0.5018,0.1001,0.0016
245,lira,22,class,2,5292,5293,0.0201,0.6111,0.5087,0.1109,0.0002
246,lira,22,class,3,4248,4249,0.0237,1.0000,0.5111,0.1111,0.0031
247,lira,22,class,4,3729,3729,0.0185,0.5714,0.4952,0.0995,0.0008
248,lira,22,class,5,3441,3441,0.0201,0.5789,0.5027,0.1067,0.0009
249,lira,22,class,6,2863,2864,0.0197,0.7000,0.5022,0.0978,0.0010
250,lira,22,class,7,2797,2798,0.0313,0.7500,0.4903,0.0983,0.0004
251,lira,22,class,8,2522,2523,0.0116,0.6250,0.5030,0.0967,0.0012
252,lira,22,class,9,2329,2330,0.0473,0.5778,0.5231,0.1164,0.0000
253,lira,23,Entire dataset,,36625,36632,0.0072,0.5652,0.4994,0.0964,0.0011
254,lira,23,class,0,2474,2474,0.0356,1.0000,0.5009,0.0808,0.0012
255,lira,23,class,1,6930,6931,0.0171,0.5021,0.4950,0.0937,0.0001
256,lira,23,class,2,5292,5293,0.0160,0.7000,0.4944,0.0949,0.0008
257,lira,23,class,3,4248,4249,0.0239,0.8333,0.5060,0.1071,0.0019
258,lira,23,class,4,3729,3729,0.0300,0.5714,0.5120,0.1019,0.0008
259,lira,23,class,5,3441,3441,0.0139,0.6429,0.4984,0.0982,0.0009
260,lira,23,class,6,2863,2864,0.0146,0.6129,0.4999,0.0995,0.0000
261,lira,23,class,7,2797,2798,0.0214,0.7500,0.4944,0.0958,0.0011
262,lira,23,class,8,2522,2523,0.0189,1.0000,0.5023,0.0995,0.0020
263,lira,23,class,9,2329,2330,0.0218,0.6667,0.4943,0.0919,0.0009
264,lira,24,Entire dataset,,36625,36632,0.0071,0.5470,0.5039,0.1015,0.0008
265,lira,24,class,0,2474,2474,0.0376,0.7273,0.5115,0.0994,0.0008
266,lira,24,class,1,6930,6931,0.0110,0.5682,0.5006,0.1072,0.0007
267,lira,24,class,2,5292,5293,0.0138,0.6154,0.5028,0.1019,0.0011
268,lira,24,class,3,4248,4249,0.0241,0.6429,0.5049,0.1005,0.0009
269,lira,24,class,4,3729,3729,0.0209,0.5091,0.5053,0.0976,0.0005
270,lira,24,class,5,3441,3441,0.0238,0.6667,0.5074,0.1119,0.0012
271,lira,24,class,6,2863,2864,0.0214,0.6000,0.4932,0.1030,0.0003
272,lira,24,class,7,2797,2798,0.0248,0.5385,0.5088,0.0933,0.0000
273,lira,24,class,8,2522,2523,0.0252,0.5926,0.5085,0.0971,0.0004
274,lira,24,class,9,2329,2330,0.0229,0.5294,0.5040,0.1018,0.0000
275,lira,25,Entire dataset,,36625,36632,0.0100,0.5286,0.4980,0.0956,0.0010
276,lira,25,class,0,2474,2474,0.0234,0.6000,0.4959,0.0873,0.0000
277,lira,25,class,1,6930,6931,0.0214,0.7143,0.4916,0.0922,0.0014
278,lira,25,class,2,5292,5293,0.0154,0.5455,0.4961,0.0949,0.0008
279,lira,25,class,3,4248,4249,0.0192,0.6842,0.5013,0.0920,0.0009
280,lira,25,class,4,3729,3729,0.0206,0.6667,0.4965,0.0979,0.0011
281,lira,25,class,5,3441,3441,0.0346,0.5294,0.5140,0.1017,0.0000
282,lira,25,class,6,2863,2864,0.0156,0.7857,0.4998,0.0936,0.0010
283,lira,25,class,7,2797,2798,0.0262,0.6667,0.5020,0.1115,0.0000
284,lira,25,class,8,2522,2523,0.0209,0.7500,0.5022,0.1079,0.0020
285,lira,25,class,9,2329,2330,0.0402,0.5133,0.4888,0.0923,0.0000
286,lira,26,Entire dataset,,36625,36632,0.0045,0.5286,0.5007,0.1003,0.0010
287,lira,26,class,0,2474,2474,0.0287,0.6296,0.5111,0.0893,0.0004
288,lira,26,class,1,6930,6931,0.0154,0.7273,0.4965,0.0997,0.0013
289,lira,26,class,2,5292,5293,0.0142,0.7500,0.5007,0.1071,0.0011
290,lira,26,class,3,4248,4249,0.0132,0.5158,0.4982,0.1043,0.0002
291,lira,26,class,4,3729,3729,0.0118,0.6667,0.5003,0.1075,0.0011
292,lira,26,class,5,3441,3441,0.0171,0.5625,0.5028,0.0979,0.0006
293,lira,26,class,6,2863,2864,0.0303,0.6429,0.5004,0.1023,0.0007
294,lira,26,class,7,2797,2798,0.0299,0.8333,0.4852,0.1005,0.0018
295,lira,26,class,8,2522,2523,0.0438,0.5645,0.5212,0.1122,0.0000
296,lira,26,class,9,2329,2330,0.0255,0.6000,0.5058,0.0979,0.0004
297,lira,27,Entire dataset,,36625,36632,0.0050,0.5843,0.4990,0.1021,0.0013
298,lira,27,class,0,2474,2474,0.0230,1.0000,0.5059,0.1035,0.0028
299,lira,27,class,1,6930,6931,0.0158,0.6957,0.5026,0.1009,0.0017
300,lira,27,class,2,5292,5293,0.0186,0.5306,0.4944,0.1064,0.0008
301,lira,27,class,3,4248,4249,0.0167,0.8125,0.5058,0.1137,0.0031
302,lira,27,class,4,3729,3729,0.0319,0.5011,0.4874,0.0904,0.0000
303,lira,27,class,5,3441,3441,0.0099,0.5091,0.4987,0.0976,0.0009
304,lira,27,class,6,2863,2864,0.0228,0.6471,0.5083,0.1146,0.0000
305,lira,27,class,7,2797,2798,0.0238,0.6176,0.4915,0.0947,0.0004
306,lira,27,class,8,2522,2523,0.0249,0.7500,0.4989,0.0940,0.0012
307,lira,27,class,9,2329,2330,0.0336,0.6190,0.4954,0.1022,0.0004
308,lira,28,Entire dataset,,36625,36632,0.0076,0.5034,0.4979,0.0997,0.0007
309,lira,28,class,0,2474,2474,0.0319,0.6667,0.5061,0.1168,0.0000
310,lira,28,class,1,6930,6931,0.0142,0.5234,0.5003,0.1063,0.0001
311,lira,28,class,2,5292,5293,0.0204,0.5003,0.4908,0.0981,0.0004
312,lira,28,class,3,4248,4249,0.0124,0.5278,0.4978,0.0960,0.0009
313,lira,28,class,4,3729,3729,0.0255,0.5789,0.5078,0.0898,0.0005
314,lira,28,class,5,3441,3441,0.0285,0.5500,0.4880,0.0944,0.0000
315,lira,28,class,6,2863,2864,0.0215,0.5105,0.4941,0.0961,0.0000
316,lira,28,class,7,2797,2798,0.0285,0.8000,0.4894,0.0883,0.0000
317,lira,28,class,8,2522,2523,0.0294,0.7500,0.5092,0.1059,0.0012
318,lira,28,class,9,2329,2330,0.0182,0.6667,0.4993,0.0923,0.0009
319,lira,29,Entire dataset,,36625,36632,0.0095,0.5529,0.5032,0.0979,0.0011
320,lira,29,class,0,2474,2474,0.0210,0.5303,0.4954,0.0833,0.0000
321,lira,29,class,1,6930,6931,0.0116,0.5016,0.4962,0.0964,0.0004
322,lira,29,class,2,5292,5293,0.0199,0.7059,0.5086,0.1054,0.0011
323,lira,29,class,3,4248,4249,0.0186,0.7143,0.4910,0.0986,0.0014
324,lira,29,class,4,3729,3729,0.0217,0.6923,0.5102,0.1027,0.0016
325,lira,29,class,5,3441,3441,0.0241,0.6154,0.5078,0.0927,0.0006
326,lira,29,class,6,2863,2864,0.0302,1.0000,0.5134,0.1023,0.0010
