,attack type,shadow model,slice feature,slice value,train size,test size,Attacker advantage,Positive predictive value,AUC,fpr@0.1,fpr@0.001
25,lira,2,class,2,3000,3000,0.2327,1.0000,0.6855,0.2957,0.0643
26,lira,2,class,3,3000,3000,0.1853,1.0000,0.6490,0.2383,0.0483
27,lira,2,class,4,3000,3000,0.2477,1.0000,0.6969,0.3173,0.0420
28,lira,2,class,5,3000,3000,0.0750,1.0000,0.5525,0.1603,0.0197
29,lira,2,class,6,3000,3000,0.4167,1.0000,0.8038,0.4537,0.0667
30,lira,2,class,7,3000,3000,0.1103,1.0000,0.5799,0.1603,0.0213
31,lira,2,class,8,3000,3000,0.0817,1.0000,0.5595,0.1497,0.0270
32,lira,2,class,9,3000,3000,0.0923,1.0000,0.5689,0.1493,0.0333
33,lira,3,Entire dataset,,30000,30000,0.1738,1.0000,0.6421,0.2329,0.0406
34,lira,3,class,0,3000,3000,0.2580,1.0000,0.6981,0.3057,0.0470
35,lira,3,class,1,3000,3000,0.0477,1.0000,0.5308,0.1187,0.0160
36,lira,3,class,2,3000,3000,0.2720,1.0000,0.7103,0.3153,0.0580
37,lira,3,class,3,3000,3000,0.1933,1.0000,0.6514,0.2447,0.0357
38,lira,3,class,4,3000,3000,0.2670,1.0000,0.7013,0.2873,0.0417
39,lira,3,class,5,3000,3000,0.0837,1.0000,0.5652,0.1403,0.0223
40,lira,3,class,6,3000,3000,0.4180,1.0000,0.8061,0.4557,0.0880
41,lira,3,class,7,3000,3000,0.1167,1.0000,0.5899,0.1683,0.0120
42,lira,3,class,8,3000,3000,0.0743,1.0000,0.5429,0.1277,0.0213
43,lira,3,class,9,3000,3000,0.0980,1.0000,0.5686,0.1490,0.0270
44,lira,4,Entire dataset,,30000,30000,0.1722,1.0000,0.6432,0.2391,0.0403
45,lira,4,class,0,3000,3000,0.2620,1.0000,0.6966,0.2977,0.0487
46,lira,4,class,1,3000,3000,0.0407,1.0000,0.5243,0.1313,0.0210
47,lira,4,class,2,3000,3000,0.2657,1.0000,0.7016,0.2977,0.0407
48,lira,4,class,3,3000,3000,0.1857,1.0000,0.6448,0.2277,0.0487
49,lira,4,class,4,3000,3000,0.2863,1.0000,0.7104,0.3007,0.0380
50,lira,4,class,5,3000,3000,0.0853,1.0000,0.5615,0.1467,0.0260
51,lira,4,class,6,3000,3000,0.4283,1.0000,0.8094,0.4627,0.0780
52,lira,4,class,7,3000,3000,0.1153,1.0000,0.5852,0.1737,0.0190
53,lira,4,class,8,3000,3000,0.0873,1.0000,0.5666,0.1580,0.0220
54,lira,4,class,9,3000,3000,0.0863,1.0000,0.5675,0.1663,0.0330
55,lira,5,Entire dataset,,30000,30000,0.1757,1.0000,0.6421,0.2336,0.0463
56,lira,5,class,0,3000,3000,0.2587,1.0000,0.7008,0.2970,0.0663
57,lira,5,class,1,3000,3000,0.0550,1.0000,0.5326,0.1277,0.0173
58,lira,5,class,2,3000,3000,0.2400,1.0000,0.6857,0.2877,0.0467
59,lira,5,class,3,3000,3000,0.1957,1.0000,0.6501,0.2333,0.0380
60,lira,5,class,4,3000,3000,0.2633,1.0000,0.6975,0.2920,0.0667
61,lira,5,class,5,3000,3000,0.0943,1.0000,0.5652,0.1543,0.0237
62,lira,5,class,6,3000,3000,0.4210,1.0000,0.8079,0.4643,0.1153
63,lira,5,class,7,3000,3000,0.1277,1.0000,0.5979,0.1780,0.0200
64,lira,5,class,8,3000,3000,0.0827,1.0000,0.5575,0.1420,0.0200
65,lira,5,class,9,3000,3000,0.1033,1.0000,0.5714,0.1570,0.0277
66,lira,6,Entire dataset,,30000,30000,0.1699,1.0000,0.6407,0.2413,0.0437
67,lira,6,class,0,3000,3000,0.2820,1.0000,0.7104,0.3010,0.0540
68,lira,6,class,1,3000,3000,0.0543,1.0000,0.5380,0.1427,0.0167
69,lira,6,class,2,3000,3000,0.2487,1.0000,0.6960,0.3013,0.0583
70,lira,6,class,3,3000,3000,0.1623,1.0000,0.6326,0.2347,0.0413
71,lira,6,class,4,3000,3000,0.2770,1.0000,0.7061,0.3060,0.0633
72,lira,6,class,5,3000,3000,0.0707,1.0000,0.5534,0.1443,0.0193
73,lira,6,class,6,3000,3000,0.4333,1.0000,0.8132,0.4657,0.0683
74,lira,6,class,7,3000,3000,0.1143,1.0000,0.5903,0.1793,0.0190
75,lira,6,class,8,3000,3000,0.0697,1.0000,0.5456,0.1480,0.0203
76,lira,6,class,9,3000,3000,0.0867,1.0000,0.5689,0.1800,0.0223
77,lira,7,Entire dataset,,30000,30000,0.1757,1.0000,0.6428,0.2368,0.0450
78,lira,7,class,0,3000,3000,0.2733,1.0000,0.7121,0.3147,0.0590
79,lira,7,class,1,3000,3000,0.0380,1.0000,0.5276,0.1260,0.0147
80,lira,7,class,2,3000,3000,0.2680,1.0000,0.7012,0.2887,0.0613
81,lira,7,class,3,3000,3000,0.1773,1.0000,0.6395,0.2363,0.0443
82,lira,7,class,4,3000,3000,0.2727,1.0000,0.7037,0.2950,0.0707
83,lira,7,class,5,3000,3000,0.0870,1.0000,0.5631,0.1523,0.0167
84,lira,7,class,6,3000,3000,0.4287,1.0000,0.8105,0.4633,0.0740
85,lira,7,class,7,3000,3000,0.1140,1.0000,0.5898,0.1793,0.0190
86,lira,7,class,8,3000,3000,0.0603,1.0000,0.5475,0.1460,0.0160
87,lira,7,class,9,3000,3000,0.0977,1.0000,0.5691,0.1613,0.0273
88,lira,8,Entire dataset,,30000,30000,0.1700,1.0000,0.6407,0.2371,0.0444
89,lira,8,class,0,3000,3000,0.2653,1.0000,0.7038,0.3100,0.0547
90,lira,8,class,1,3000,3000,0.0390,1.0000,0.5263,0.1223,0.0183
91,lira,8,class,2,3000,3000,0.2520,1.0000,0.6965,0.2943,0.0600
92,lira,8,class,3,3000,3000,0.1810,1.0000,0.6384,0.2277,0.0397
93,lira,8,class,4,3000,3000,0.2660,1.0000,0.7006,0.2970,0.0613
94,lira,8,class,5,3000,3000,0.0787,1.0000,0.5624,0.1547,0.0273
95,lira,8,class,6,3000,3000,0.4027,1.0000,0.7971,0.4387,0.0460
96,lira,8,class,7,3000,3000,0.1370,1.0000,0.6062,0.1870,0.0167
97,lira,8,class,8,3000,3000,0.0613,1.0000,0.5481,0.1540,0.0203
98,lira,8,class,9,3000,3000,0.0970,1.0000,0.5742,0.1673,0.0397
99,lira,9,Entire dataset,,30000,30000,0.1760,1.0000,0.6421,0.2342,0.0484
100,lira,9,class,0,3000,3000,0.2547,1.0000,0.7016,0.3143,0.0367
101,lira,9,class,1,3000,3000,0.0607,1.0000,0.5283,0.1187,0.0163
102,lira,9,class,2,3000,3000,0.2817,1.0000,0.7118,0.2947,0.0723
103,lira,9,class,3,3000,3000,0.1867,1.0000,0.6423,0.2240,0.0347
104,lira,9,class,4,3000,3000,0.2740,1.0000,0.7080,0.3120,0.0657
105,lira,9,class,5,3000,3000,0.0720,1.0000,0.5570,0.1517,0.0273
106,lira,9,class,6,3000,3000,0.4170,1.0000,0.8056,0.4487,0.0580
107,lira,9,class,7,3000,3000,0.1177,1.0000,0.5825,0.1643,0.0280
108,lira,9,class,8,3000,3000,0.0717,1.0000,0.5462,0.1353,0.0187
109,lira,9,class,9,3000,3000,0.1017,1.0000,0.5771,0.1723,0.0260
110,lira,10,Entire dataset,,30000,30000,0.1658,1.0000,0.6364,0.2276,0.0403
111,lira,10,class,0,3000,3000,0.2650,1.0000,0.7067,0.3170,0.0487
112,lira,10,class,1,3000,3000,0.0640,1.0000,0.5352,0.1183,0.0170
113,lira,10,class,2,3000,3000,0.2683,1.0000,0.7049,0.2973,0.0517
114,lira,10,class,3,3000,3000,0.1900,1.0000,0.6380,0.2200,0.0427
115,lira,10,class,4,3000,3000,0.2543,1.0000,0.6911,0.2790,0.0583
116,lira,10,class,5,3000,3000,0.0837,1.0000,0.5587,0.1433,0.0210
117,lira,10,class,6,3000,3000,0.4140,1.0000,0.8004,0.4437,0.0743
118,lira,10,class,7,3000,3000,0.0903,1.0000,0.5722,0.1713,0.0323
119,lira,10,class,8,3000,3000,0.0570,1.0000,0.5400,0.1340,0.0143
120,lira,10,class,9,3000,3000,0.0840,1.0000,0.5610,0.1590,0.0253
121,lira,11,Entire dataset,,30000,30000,0.1687,1.0000,0.6384,0.2356,0.0452
122,lira,11,class,0,3000,3000,0.2640,1.0000,0.7039,0.3057,0.0630
123,lira,11,class,1,3000,3000,0.0360,1.0000,0.5180,0.1090,0.0110
124,lira,11,class,2,3000,3000,0.2570,1.0000,0.7018,0.3083,0.0450
125,lira,11,class,3,3000,3000,0.1830,1.0000,0.6425,0.2357,0.0310
126,lira,11,class,4,3000,3000,0.2553,1.0000,0.6995,0.2973,0.0570
127,lira,11,class,5,3000,3000,0.0777,1.0000,0.5591,0.1493,0.0303
128,lira,11,class,6,3000,3000,0.4227,1.0000,0.8127,0.4783,0.1370
129,lira,11,class,7,3000,3000,0.1243,1.0000,0.5867,0.1693,0.0240
130,lira,11,class,8,3000,3000,0.0460,1.0000,0.5286,0.1323,0.0213
131,lira,11,class,9,3000,3000,0.0827,1.0000,0.5616,0.1513,0.0330
132,lira,12,Entire dataset,,30000,30000,0.1692,1.0000,0.6415,0.2374,0.0425
133,lira,12,class,0,3000,3000,0.2713,1.0000,0.7133,0.3200,0.0347
134,lira,12,class,1,3000,3000,0.0490,1.0000,0.5335,0.1307,0.0173
135,lira,12,class,2,3000,3000,0.2437,1.0000,0.6908,0.2913,0.0500
136,lira,12,class,3,3000,3000,0.2000,1.0000,0.6612,0.2530,0.0437
137,lira,12,class,4,3000,3000,0.2713,1.0000,0.7039,0.3023,0.0440
138,lira,12,class,5,3000,3000,0.0693,1.0000,0.5533,0.1460,0.0260
139,lira,12,class,6,3000,3000,0.4150,1.0000,0.8033,0.4567,0.0750
140,lira,12,class,7,3000,3000,0.1210,1.0000,0.5887,0.1757,0.0343
141,lira,12,class,8,3000,3000,0.0660,1.0000,0.5474,0.1360,0.0227
142,lira,12,class,9,3000,3000,0.0747,1.0000,0.5576,0.1603,0.0263
143,lira,13,Entire dataset,,30000,30000,0.1672,1.0000,0.6405,0.2389,0.0438
144,lira,13,class,0,3000,3000,0.2623,1.0000,0.7085,0.3213,0.0607
145,lira,13,class,1,3000,3000,0.0437,1.0000,0.5282,0.1243,0.0160
146,lira,13,class,2,3000,3000,0.2623,1.0000,0.7022,0.3137,0.0543
147,lira,13,class,3,3000,3000,0.1953,1.0000,0.6429,0.2237,0.0243
148,lira,13,class,4,3000,3000,0.2740,1.0000,0.7109,0.3073,0.0610
149,lira,13,class,5,3000,3000,0.0823,1.0000,0.5571,0.1443,0.0197
150,lira,13,class,6,3000,3000,0.4220,1.0000,0.8072,0.4640,0.1160
151,lira,13,class,7,3000,3000,0.1137,1.0000,0.5864,0.1747,0.0150
152,lira,13,class,8,3000,3000,0.0500,1.0000,0.5356,0.1407,0.0207
153,lira,13,class,9,3000,3000,0.0833,1.0000,0.5648,0.1550,0.0363
154,lira,14,Entire dataset,,30000,30000,0.1673,1.0000,0.6397,0.2376,0.0444
155,lira,14,class,0,3000,3000,0.2517,1.0000,0.6975,0.3090,0.0793
156,lira,14,class,1,3000,3000,0.0320,1.0000,0.5213,0.1227,0.0113
157,lira,14,class,2,3000,3000,0.2480,1.0000,0.6917,0.2917,0.0553
158,lira,14,class,3,3000,3000,0.1923,1.0000,0.6521,0.2573,0.0307
159,lira,14,class,4,3000,3000,0.2573,1.0000,0.6959,0.2917,0.0493
160,lira,14,class,5,3000,3000,0.0853,1.0000,0.5637,0.1537,0.0187
161,lira,14,class,6,3000,3000,0.4273,1.0000,0.8088,0.4693,0.0873
162,lira,14,class,7,3000,3000,0.1127,1.0000,0.5881,0.1787,0.0200
163,lira,14,class,8,3000,3000,0.0707,1.0000,0.5503,0.1293,0.0200
164,lira,14,class,9,3000,3000,0.0813,1.0000,0.5634,0.1647,0.0270
165,lira,15,Entire dataset,,30000,30000,0.1715,1.0000,0.6400,0.2363,0.0399
166,lira,15,class,0,3000,3000,0.2557,1.0000,0.6975,0.3083,0.0483
167,lira,15,class,1,3000,3000,0.0367,1.0000,0.5214,0.1107,0.0103
168,lira,15,class,2,3000,3000,0.2460,1.0000,0.6930,0.2977,0.0630
169,lira,15,class,3,3000,3000,0.1977,1.0000,0.6509,0.2327,0.0350
170,lira,15,class,4,3000,3000,0.2693,1.0000,0.7020,0.2843,0.0487
171,lira,15,class,5,3000,3000,0.0837,1.0000,0.5639,0.1577,0.0187
172,lira,15,class,6,3000,3000,0.4047,1.0000,0.7998,0.4443,0.0803
173,lira,15,class,7,3000,3000,0.1083,1.0000,0.5807,0.1757,0.0360
174,lira,15,class,8,3000,3000,0.0780,1.0000,0.5582,0.1523,0.0193
175,lira,15,class,9,3000,3000,0.0977,1.0000,0.5716,0.1600,0.0170
176,lira,16,Entire dataset,,30000,30000,0.1731,1.0000,0.6445,0.2414,0.0393
177,lira,16,class,0,3000,3000,0.2793,1.0000,0.7114,0.3050,0.0460
178,lira,16,class,1,3000,3000,0.0350,1.0000,0.5235,0.1217,0.0150
179,lira,16,class,2,3000,3000,0.2663,1.0000,0.7027,0.3043,0.0600
180,lira,16,class,3,3000,3000,0.1760,1.0000,0.6399,0.2437,0.0380
181,lira,16,class,4,3000,3000,0.2687,1.0000,0.7062,0.3087,0.0320
182,lira,16,class,5,3000,3000,0.1070,1.0000,0.5738,0.1743,0.0183
183,lira,16,class,6,3000,3000,0.4153,1.0000,0.8031,0.4547,0.0777
184,lira,16,class,7,3000,3000,0.1193,1.0000,0.5931,0.1803,0.0230
185,lira,16,class,8,3000,3000,0.0667,1.0000,0.5536,0.1410,0.0207
186,lira,16,class,9,3000,3000,0.0963,1.0000,0.5759,0.1630,0.0093
187,lira,17,Entire dataset,,30000,30000,0.1699,1.0000,0.6419,0.2401,0.0419
188,lira,17,class,0,3000,3000,0.2727,1.0000,0.7104,0.3207,0.0700
189,lira,17,class,1,3000,3000,0.0450,1.0000,0.5264,0.1287,0.0143
190,lira,17,class,2,3000,3000,0.2570,1.0000,0.7010,0.3023,0.0483
191,lira,17,class,3,3000,3000,0.1707,1.0000,0.6373,0.2320,0.0317
192,lira,17,class,4,3000,3000,0.2487,1.0000,0.6948,0.2973,0.0500
193,lira,17,class,5,3000,3000,0.1003,1.0000,0.5737,0.1550,0.0207
194,lira,17,class,6,3000,3000,0.4057,1.0000,0.8009,0.4517,0.0900
195,lira,17,class,7,3000,3000,0.1117,1.0000,0.5905,0.1833,0.0317
196,lira,17,class,8,3000,3000,0.0800,1.0000,0.5500,0.1357,0.0183
197,lira,17,class,9,3000,3000,0.0917,1.0000,0.5731,0.1807,0.0410
198,lira,18,Entire dataset,,30000,30000,0.1736,1.0000,0.6393,0.2306,0.0462
199,lira,18,class,0,3000,3000,0.2453,1.0000,0.6906,0.3067,0.0707
200,lira,18,class,1,3000,3000,0.0443,1.0000,0.5292,0.1217,0.0170
201,lira,18,class,2,3000,3000,0.2500,1.0000,0.6930,0.2873,0.0667
202,lira,18,class,3,3000,3000,0.1943,1.0000,0.6447,0.2230,0.0397
203,lira,18,class,4,3000,3000,0.2623,1.0000,0.6994,0.2793,0.0527
204,lira,18,class,5,3000,3000,0.0947,1.0000,0.5690,0.1537,0.0213
205,lira,18,class,6,3000,3000,0.4157,1.0000,0.8043,0.4497,0.0973
206,lira,18,class,7,3000,3000,0.1263,1.0000,0.5955,0.1790,0.0140
207,lira,18,class,8,3000,3000,0.0627,1.0000,0.5402,0.1327,0.0230
208,lira,18,class,9,3000,3000,0.0943,1.0000,0.5692,0.1660,0.0320
209,lira,19,Entire dataset,,30000,30000,0.1709,1.0000,0.6400,0.2356,0.0446
210,lira,19,class,0,3000,3000,0.2570,1.0000,0.6965,0.2970,0.0593
211,lira,19,class,1,3000,3000,0.0577,1.0000,0.5359,0.1343,0.0240
212,lira,19,class,2,3000,3000,0.2693,1.0000,0.7031,0.2970,0.0510
213,lira,19,class,3,3000,3000,0.1757,1.0000,0.6416,0.2363,0.0377
214,lira,19,class,4,3000,3000,0.2687,1.0000,0.7063,0.3063,0.0503
215,lira,19,class,5,3000,3000,0.0740,1.0000,0.5558,0.1437,0.0210
216,lira,19,class,6,3000,3000,0.4183,1.0000,0.8054,0.4657,0.1187
217,lira,19,class,7,3000,3000,0.1120,1.0000,0.5840,0.1580,0.0243
218,lira,19,class,8,3000,3000,0.0647,1.0000,0.5454,0.1477,0.0207
219,lira,19,class,9,3000,3000,0.0910,1.0000,0.5702,0.1540,0.0307
220,lira,20,Entire dataset,,30000,30000,0.1739,1.0000,0.6432,0.2420,0.0421
221,lira,20,class,0,3000,3000,0.2580,1.0000,0.6968,0.3047,0.0570
222,lira,20,class,1,3000,3000,0.0490,1.0000,0.5264,0.1210,0.0153
223,lira,20,class,2,3000,3000,0.2737,1.0000,0.7061,0.3093,0.0380
224,lira,20,class,3,3000,3000,0.1797,1.0000,0.6479,0.2417,0.0490
225,lira,20,class,4,3000,3000,0.2423,1.0000,0.6940,0.3047,0.0600
226,lira,20,class,5,3000,3000,0.0810,1.0000,0.5610,0.1623,0.0160
227,lira,20,class,6,3000,3000,0.4387,1.0000,0.8167,0.4683,0.0680
228,lira,20,class,7,3000,3000,0.1250,1.0000,0.5962,0.1807,0.0197
229,lira,20,class,8,3000,3000,0.0697,1.0000,0.5525,0.1393,0.0190
230,lira,20,class,9,3000,3000,0.0960,1.0000,0.5690,0.1577,0.0347
231,lira,21,Entire dataset,,30000,30000,0.1765,1.0000,0.6423,0.2391,0.0461
232,lira,21,class,0,3000,3000,0.2403,1.0000,0.6878,0.2973,0.0503
233,lira,21,class,1,3000,3000,0.0483,1.0000,0.5301,0.1257,0.0137
234,lira,21,class,2,3000,3000,0.2510,1.0000,0.6977,0.2970,0.0333
235,lira,21,class,3,3000,3000,0.2147,1.0000,0.6599,0.2407,0.0413
236,lira,21,class,4,3000,3000,0.2723,1.0000,0.7087,0.2997,0.0573
237,lira,21,class,5,3000,3000,0.0883,1.0000,0.5590,0.1557,0.0303
238,lira,21,class,6,3000,3000,0.4057,1.0000,0.8038,0.4643,0.0700
239,lira,21,class,7,3000,3000,0.1317,1.0000,0.6008,0.1877,0.0217
240,lira,21,class,8,3000,3000,0.0773,1.0000,0.5490,0.1400,0.0257
241,lira,21,class,9,3000,3000,0.0880,1.0000,0.5716,0.1660,0.0327
242,lira,22,Entire dataset,,30000,30000,0.1682,1.0000,0.6389,0.2329,0.0409
243,lira,22,class,0,3000,3000,0.2490,1.0000,0.6931,0.2910,0.0627
244,lira,22,class,1,3000,3000,0.0440,1.0000,0.5305,0.1303,0.0140
245,lira,22,class,2,3000,3000,0.2600,1.0000,0.6970,0.2943,0.0500
246,lira,22,class,3,3000,3000,0.1727,1.0000,0.6421,0.2420,0.0387
247,lira,22,class,4,3000,3000,0.2450,1.0000,0.6931,0.2987,0.0537
248,lira,22,class,5,3000,3000,0.0783,1.0000,0.5588,0.1530,0.0243
249,lira,22,class,6,3000,3000,0.4337,1.0000,0.8100,0.4610,0.0563
250,lira,22,class,7,3000,3000,0.1207,1.0000,0.5859,0.1703,0.0163
251,lira,22,class,8,3000,3000,0.0787,1.0000,0.5506,0.1173,0.0183
252,lira,22,class,9,3000,3000,0.0820,1.0000,0.5674,0.1640,0.0357
253,lira,23,Entire dataset,,30000,30000,0.1660,1.0000,0.6374,0.2330,0.0411
254,lira,23,class,0,3000,3000,0.2573,1.0000,0.7003,0.3040,0.0537
255,lira,23,class,1,3000,3000,0.0447,1.0000,0.5299,0.1320,0.0170
256,lira,23,class,2,3000,3000,0.2560,1.0000,0.6987,0.3007,0.0517
257,lira,23,class,3,3000,3000,0.1827,1.0000,0.6382,0.2320,0.0337
258,lira,23,class,4,3000,3000,0.2547,1.0000,0.6960,0.2853,0.0467
259,lira,23,class,5,3000,3000,0.0803,1.0000,0.5545,0.1440,0.0130
260,lira,23,class,6,3000,3000,0.4217,1.0000,0.8066,0.4583,0.1083
261,lira,23,class,7,3000,3000,0.1290,1.0000,0.5902,0.1633,0.0183
262,lira,23,class,8,3000,3000,0.0593,1.0000,0.5439,0.1360,0.0197
263,lira,23,class,9,3000,3000,0.0750,1.0000,0.5538,0.1560,0.0283
264,lira,24,Entire dataset,,30000,30000,0.1697,1.0000,0.6401,0.2347,0.0402
265,lira,24,class,0,3000,3000,0.2463,1.0000,0.6948,0.3037,0.0487
266,lira,24,class,1,3000,3000,0.0613,1.0000,0.5352,0.1383,0.0213
267,lira,24,class,2,3000,3000,0.2463,1.0000,0.6944,0.3003,0.0333
268,lira,24,class,3,3000,3000,0.1790,1.0000,0.6405,0.2253,0.0313
269,lira,24,class,4,3000,3000,0.2573,1.0000,0.6946,0.2783,0.0400
270,lira,24,class,5,3000,3000,0.0853,1.0000,0.5653,0.1517,0.0187
271,lira,24,class,6,3000,3000,0.4303,1.0000,0.8074,0.4517,0.1100
272,lira,24,class,7,3000,3000,0.1283,1.0000,0.5948,0.1793,0.0180
273,lira,24,class,8,3000,3000,0.0653,1.0000,0.5479,0.1457,0.0187
274,lira,24,class,9,3000,3000,0.0890,1.0000,0.5687,0.1617,0.0183
275,lira,25,Entire dataset,,30000,30000,0.1635,1.0000,0.6355,0.2314,0.0361
276,lira,25,class,0,3000,3000,0.2563,1.0000,0.7001,0.2880,0.0503
277,lira,25,class,1,3000,3000,0.0297,1.0000,0.5187,0.1157,0.0127
278,lira,25,class,2,3000,3000,0.2383,1.0000,0.6857,0.2840,0.0580
279,lira,25,class,3,3000,3000,0.1757,1.0000,0.6424,0.2433,0.0233
280,lira,25,class,4,3000,3000,0.2463,1.0000,0.6952,0.3153,0.0733
281,lira,25,class,5,3000,3000,0.0730,1.0000,0.5557,0.1490,0.0157
282,lira,25,class,6,3000,3000,0.4287,1.0000,0.8087,0.4477,0.0653
283,lira,25,class,7,3000,3000,0.1060,1.0000,0.5792,0.1687,0.0210
284,lira,25,class,8,3000,3000,0.0587,1.0000,0.5444,0.1337,0.0163
285,lira,25,class,9,3000,3000,0.0857,1.0000,0.5589,0.1480,0.0227
286,lira,26,Entire dataset,,30000,30000,0.1674,1.0000,0.6392,0.2387,0.0438
287,lira,26,class,0,3000,3000,0.2720,1.0000,0.7108,0.3167,0.0747
288,lira,26,class,1,3000,3000,0.0387,1.0000,0.5251,0.1357,0.0153
289,lira,26,class,2,3000,3000,0.2433,1.0000,0.6923,0.2873,0.0477
290,lira,26,class,3,3000,3000,0.1713,1.0000,0.6386,0.2223,0.0377
291,lira,26,class,4,3000,3000,0.2607,1.0000,0.6995,0.2903,0.0423
292,lira,26,class,5,3000,3000,0.0830,1.0000,0.5631,0.1540,0.0197
293,lira,26,class,6,3000,3000,0.4157,1.0000,0.8048,0.4583,0.1267
294,lira,26,class,7,3000,3000,0.1037,1.0000,0.5788,0.1687,0.0163
295,lira,26,class,8,3000,3000,0.0640,1.0000,0.5450,0.1410,0.0163
296,lira,26,class,9,3000,3000,0.0937,1.0000,0.5689,0.1627,0.0343
297,lira,27,Entire dataset,,30000,30000,0.1729,1.0000,0.6418,0.2360,0.0436
298,lira,27,class,0,3000,3000,0.2597,1.0000,0.6963,0.2720,0.0270
299,lira,27,class,1,3000,3000,0.0530,1.0000,0.5286,0.1320,0.0200
300,lira,27,class,2,3000,3000,0.2650,1.0000,0.7060,0.3130,0.0677
301,lira,27,class,3,3000,3000,0.1723,1.0000,0.6367,0.2297,0.0430
302,lira,27,class,4,3000,3000,0.2913,1.0000,0.7219,0.3220,0.0600
303,lira,27,class,5,3000,3000,0.0863,1.0000,0.5612,0.1537,0.0220
304,lira,27,class,6,3000,3000,0.4180,1.0000,0.8052,0.4503,0.0843
305,lira,27,class,7,3000,3000,0.1267,1.0000,0.5956,0.1797,0.0123
306,lira,27,class,8,3000,3000,0.0600,1.0000,0.5472,0.1357,0.0133
307,lira,27,class,9,3000,3000,0.0690,1.0000,0.5557,0.1563,0.0273
308,lira,28,Entire dataset,,30000,30000,0.1692,1.0000,0.6383,0.2316,0.0420
309,lira,28,class,0,3000,3000,0.2573,1.0000,0.6963,0.2910,0.0540
310,lira,28,class,1,3000,3000,0.0507,1.0000,0.5363,0.1330,0.0193
311,lira,28,class,2,3000,3000,0.2670,1.0000,0.7038,0.2907,0.0590
312,lira,28,class,3,3000,3000,0.1900,1.0000,0.6390,0.2303,0.0427
313,lira,28,class,4,3000,3000,0.2550,1.0000,0.6942,0.2810,0.0433
314,lira,28,class,5,3000,3000,0.0767,1.0000,0.5575,0.1397,0.0163
315,lira,28,class,6,3000,3000,0.4057,1.0000,0.8021,0.4607,0.0580
316,lira,28,class,7,3000,3000,0.1137,1.0000,0.5770,0.1663,0.0227
317,lira,28,class,8,3000,3000,0.0590,1.0000,0.5468,0.1397,0.0220
318,lira,28,class,9,3000,3000,0.0937,1.0000,0.5727,0.1593,0.0247
319,lira,29,Entire dataset,,30000,30000,0.1699,1.0000,0.6411,0.2381,0.0430
320,lira,29,class,0,3000,3000,0.2690,1.0000,0.7014,0.2987,0.0733
321,lira,29,class,1,3000,3000,0.0427,1.0000,0.5305,0.1370,0.0107
322,lira,29,class,2,3000,3000,0.2700,1.0000,0.7023,0.2913,0.0493
323,lira,29,class,3,3000,3000,0.1810,1.0000,0.6457,0.2583,0.0493
324,lira,29,class,4,3000,3000,0.2707,1.0000,0.7026,0.2983,0.0633
325,lira,29,class,5,3000,3000,0.0743,1.0000,0.5566,0.1537,0.0223
326,lira,29,class,6,3000,3000,0.4197,1.0000,0.8111,0.4873,0.0830
